Date,Pharmacy,Location,Drug,Brand,Price,Quantity,Supplier_Name,Batch_Number,Expiry_Date,Sales_Channel,Drug_Form
05/06/2024,"Dyer, Potter and Mack",Urban,Artemisinin,MediPluz,4236.93,85,House-Glover,MH-56182-ap,12/10/2026,Market Stall,Tablet
18/09/2024,Ryan PLC,Rural,Artemisinin,MediPlus,1329.01,88,Henderson-Bernard,Mh-57744-UA,08/04/2027,Market Stall,Capsule
26/04/2024,Abbott-Munoz,Urban,Artemisinin,MediPlus,3708.59,69,Williams PLC,Yw-93659-id,24/06/2025,Market Stall,Injection
23/08/2024,Rodriguez LLC,Urban,Artemisinin,PharmaTrust,4491.99,39,Novak and Sons,sg-91189-Is,18/10/2025,In-Store,Syrup
23/07/2024,Hickman Ltd,Urban,Azithromycin,BioCare,2705.34,95,"Hensley, Powell and David",Li-68750-WA,24/09/2025,In-Store,Capsule
30/06/2024,"Ferrell, Rice and Maddox",Rural,Azithromycin,HealthFirst,496.23,4,Lee-Davis,je-23998-pC,25/11/2025,Market Stall,Tablet
02/09/2024,Baker and Sons,Rural,Amlodipine,MediPlus,4178.29,24,"Woods, Calhoun and Schmidt",cS-56114-VU,10/12/2025,In-Store,Capsule
14/06/2024,Smith-Bowen,Urban,Metformin,MediPlus,3870.13,86,Chapman and Sons,Ob-88605-XY,13/01/2026,In-Store,Capsule
26/07/2024,Allen-Allen,Rural,Paracetamol,PharmaTrust,2886.51,65,Jones Inc,HS-76660-gh,26/11/2026,Mobile Van,Capsule
14/06/2024,"Baker, Mason and White",Rural,Amoxicillin,BioCare,1300.82,16,Lee-Davis,Hn-60030-xy,01/03/2026,In-Store,Capsule
03/04/2025,"Henderson, Ramirez and Lewis",Rural,Ciprofloxacin,Hea1thFirst,1049.74,37,House-Glover,RD-91062-eu,25/11/2026,Market Stall,Syrup
16/07/2024,"Watts, Robinson and Nguyen",Rural,Amlodipine,FarmaTrust,2988.96,85,House-Glover,wd-12345-BG,27/06/2026,Market Stall,Capsule
05/07/2024,Dudley Group,Rural,Amoxicillin,PharmaTrust,3569.65,37,"Woods, Calhoun and Schmidt",BW-69177-JP,27/03/2027,Market Stall,Capsule
19/06/2024,"Walter, Edwards and Rios",Urban,Metformin,PharmaTrust,322.98,58,Williams PLC,Vc-93844-hp,18/12/2025,Mobile Van,Syrup
08/04/2025,"Guzman, Hoffman and Baldwin",Rural,Amoxicillin,BioCare,690.61,19,Jones-Young,vt-80873-pE,25/02/2027,Mobile Van,Syrup
09/01/2025,Ryan PLC,Rural,Metformin,HealthFirst,201.65,74,"Daniels, Adkins and Brown",no-88260-Px,16/08/2026,In-Store,Injection
31/01/2025,"Dyer, Potter and Mack",Rural,Coartem,HealthFirst,3147.59,56,Jones Inc,SS-10157-bM,24/01/2027,Mobile Van,Capsule
13/05/2024,Burton Ltd,Urban,Coartem,MediPlus,2239.59,80,"Woods, Calhoun and Schmidt",Zs-85991-sK,14/09/2025,In-Store,Tablet
23/04/2025,"Reid, Ferguson and Sanchez",Urban,Ibuprofen,MediPlus,3015.19,97,"Stanley, Tucker and Lee",zW-07492-MT,14/07/2026,In-Store,Injection
23/12/2024,Rodriguez LLC,Urban,Ibuprofen,MediPlus,1316.71,61,"Stanley, Tucker and Lee",JP-69964-MW,05/08/2026,Mobile Van,Tablet
08/02/2025,"Watts, Robinson and Nguyen",Urban,Ibuprofen,Biokare,1741.84,66,"Robinson, Jones and Welch",IY-71842-xL,18/02/2026,Mobile Van,Injection
28/12/2024,"Harris, Collins and Carney",Urban,Paracetamol,BioCare,3802.29,64,Jones Inc,gs-93259-bX,19/05/2026,Mobile Van,Tablet
04/04/2025,"Romero, Gonzalez and Brooks",Urban,Ciprofloxacin,MediPlus,4390.6,90,Gomez-Jenkins,mg-49932-lX,12/01/2027,Mobile Van,Tablet
09/03/2025,Smith-Bowen,Rural,Ciprofloxacin,PharmaTrust,3826.91,62,Jones Inc,KJ-34266-dA,22/08/2026,Market Stall,Tablet
21/01/2025,"Harris, Collins and Carney",Urban,Metformin,MediPlus,2824.18,94,"Brooks, Lam and Hayes",Oh-08726-DW,16/03/2026,Mobile Van,Capsule
06/04/2025,Rodriguez-Graham,Urban,Artemisinin,PharmaTrust,1500.18,67,Yu Inc,JU-07234-oH,10/08/2026,In-Store,Syrup
19/07/2024,Gray-Mayo,Urban,Ciprofloxacin,BioCare,2820.39,79,House-Glover,iQ-59538-JW,09/05/2025,Market Stall,Syrup
15/03/2025,"Arroyo, Miller and Tucker",Rural,Chloroquine,BioCare,4665.49,49,Russell Group,jS-40561-KN,29/03/2026,Mobile Van,Tablet
04/09/2024,Gray-Mayo,Rural,Chloroquine,BioCare,4057.18,7,"Robinson, Jones and Welch",Ww-08269-IR,17/08/2025,In-Store,Syrup
10/10/2024,Anderson Group,Urban,Amoxicillin,PharmaTrust,4974.48,32,Henderson-Bernard,yw-41869-AO,21/06/2025,Mobile Van,Tablet
18/04/2025,Perez Inc,Urban,Artemisinin,PharmaTrust,3477.28,8,"Johnston, Sanchez and Kennedy",gR-30876-Rj,12/12/2026,Market Stall,Capsule
07/07/2024,"Mcclure, Ward and Lee",Rural,Amlodipine,HealthFirst,680.04,75,Lee-Davis,qm-85951-Xr,01/03/2026,Mobile Van,Injection
21/11/2024,Harrell LLC,Urban,Ciprofloxacin,MediPlus,318.91,84,Gray Group,rO-23948-cb,01/02/2027,Market Stall,Injection
27/06/2024,Garcia-James,Rural,Coartem,BioCare,1058.85,38,"Hensley, Powell and David",BM-73008-zy,13/06/2025,Mobile Van,Capsule
16/05/2024,Allen-Allen,Rural,Coartem,PharmaTrust,2588.02,7,"Brown, Valdez and Lucas",fQ-16831-mN,11/01/2026,Mobile Van,Injection
10/03/2025,Blair PLC,Urban,Metformin,BioCare,2552.14,57,"Brown, Valdez and Lucas",dN-00168-Pr,27/06/2025,Market Stall,Tablet
16/08/2024,Smith-Bowen,Rural,Metformin,HealthFirst,1122.98,65,"Daniels, Adkins and Brown",AX-91507-lO,05/06/2026,Market Stall,Tablet
10/07/2024,"Hoffman, Baker and Richards",Urban,Ibuprofen,BioCare,1438.83,52,Jones Inc,Ux-97620-oO,29/11/2025,Mobile Van,Syrup
07/08/2024,Ryan PLC,Urban,Ciprofloxacin,BioCare,460.12,51,Gray Group,sz-07779-kd,01/11/2026,Mobile Van,Injection
16/10/2024,Williams and Sons,Urban,Amoxicillin,PharmaTrust,969.27,24,"Robinson, Jones and Welch",iw-26629-bJ,06/01/2027,In-Store,Syrup
30/05/2024,"Adams, Zuniga and Wong",Urban,Azithromycin,PharmaTrust,3530.96,61,Gomez-Jenkins,KS-77602-Me,14/12/2026,Mobile Van,Syrup
21/02/2025,Hickman Ltd,Rural,Chloroquine,MediPluz,697.55,23,Lee-Davis,qe-40688-mm,30/09/2025,Market Stall,Tablet
18/10/2024,"Gardner, Robinson and Lawrence",Rural,Coartem,BioCare,2760.36,67,Gray Group,Tk-31255-mw,07/04/2027,Mobile Van,Tablet
27/09/2024,"Rodriguez, Figueroa and Sanchez",Urban,Artemisinin,PharmaTrust,2509.76,64,Novak and Sons,an-17817-kR,13/07/2025,In-Store,Syrup
25/05/2024,"Gardner, Robinson and Lawrence",Urban,Chloroquine,BioCare,2331.62,2,"Hensley, Powell and David",oW-92061-Bp,26/01/2027,Mobile Van,Capsule
10/11/2024,Garcia-James,Rural,Metformin,PharmaTrust,565.47,94,"Robinson, Jones and Welch",Kw-52778-yh,20/09/2025,In-Store,Tablet
18/07/2024,"Mcclure, Ward and Lee",Rural,Ibuprofen,PharmaTrust,1842.32,56,Powell LLC,qL-71844-dU,04/09/2025,Market Stall,Capsule
26/03/2025,Hickman Ltd,Urban,Azithromycin,HealthFirst,1968.78,34,Williams PLC,sG-95026-cg,26/03/2026,In-Store,Injection
09/08/2024,Garcia-James,Urban,Coartem,HealthFirst,2616.62,33,Powell LLC,Rq-40373-gz,26/04/2026,Mobile Van,Tablet
18/11/2024,"Mcclain, Miller and Henderson",Rural,Metformin,BioCare,1568.99,60,"Brown, Valdez and Lucas",kl-12778-ea,02/02/2027,Market Stall,Syrup
26/06/2024,Arnold Ltd,Urban,Artemisinin,Hea1thFirst,939.99,92,Baxter Inc,gO-17982-mq,03/06/2026,Mobile Van,Capsule
21/04/2025,Allen-Allen,Urban,Azithromycin,PharmaTrust,3867.95,32,House-Glover,VF-62985-YU,11/10/2026,Mobile Van,Syrup
16/12/2024,Carlson-Cruz,Urban,Amoxicillin,PharmaTrust,3488.4,10,Jones Inc,ph-73638-Gl,22/06/2026,Mobile Van,Injection
14/01/2025,Spence PLC,Urban,Coartem,MediPluz,3112.35,50,"Johnston, Sanchez and Kennedy",KW-56053-CV,13/05/2025,In-Store,Injection
02/11/2024,"Watts, Robinson and Nguyen",Urban,Amoxicillin,HealthFirst,1760,70,Williams PLC,DE-98661-Sd,04/03/2026,In-Store,Injection
25/03/2025,"Romero, Gonzalez and Brooks",Urban,Amlodipine,BioCare,256.71,90,"Daniels, Adkins and Brown",Ya-73682-xW,27/04/2025,Market Stall,Tablet
18/09/2024,"Ferrell, Rice and Maddox",Urban,Ciprofloxacin,BioCare,2668.11,9,"Woods, Calhoun and Schmidt",oO-82122-wu,01/10/2026,Mobile Van,Injection
25/06/2024,Dudley Group,Rural,Metformin,BioCare,1455.93,55,Walker LLC,IC-16505-gR,17/11/2025,Market Stall,Syrup
29/09/2024,"Dyer, Potter and Mack",Rural,Artemisinin,HealthFirst,2361.61,71,"Robinson, Jones and Welch",eK-92182-iu,11/07/2026,In-Store,Injection
26/09/2024,Galloway-Wyatt,Urban,Paracetamol,BioCare,4395.84,95,Wright and Sons,IX-79089-Rr,25/10/2025,Market Stall,Capsule
08/10/2024,"Baker, Mason and White",Urban,Chloroquine,Biokare,2509.96,90,Jones Inc,bk-99848-ic,15/02/2027,Mobile Van,Tablet
31/08/2024,"Flowers, Martin and Kelly",Rural,Paracetamol,HealthFirst,374.86,12,Yu Inc,UM-09386-TS,06/11/2025,Market Stall,Capsule
08/11/2024,Spence PLC,Rural,Paracetamol,HealthFirst,4191.88,84,"Johnston, Sanchez and Kennedy",VN-42495-GJ,27/08/2026,Market Stall,Capsule
20/05/2024,Blair PLC,Urban,Ibuprofen,MediPlus,924.55,15,Gray Group,GD-14578-ZW,05/04/2027,Market Stall,Capsule
08/05/2024,Doyle Ltd,Rural,Paracetamol,HealthFirst,4920.35,67,Yu Inc,Iz-71523-Cy,01/05/2026,Market Stall,Tablet
10/07/2024,Spence PLC,Urban,Paracetamol,MediPluz,4117.83,2,Jones-Young,ry-82097-Xe,15/08/2026,In-Store,Syrup
19/05/2024,"Rodriguez, Figueroa and Sanchez",Urban,Artemisinin,PharmaTrust,2414.28,49,"Robinson, Jones and Welch",yI-77987-jN,16/07/2026,In-Store,Tablet
15/04/2025,"Ferrell, Rice and Maddox",Rural,Ciprofloxacin,MediPluz,4125.58,25,Powell LLC,uH-68722-Km,14/05/2026,Mobile Van,Tablet
10/02/2025,"Adams, Zuniga and Wong",Urban,Ibuprofen,BioCare,4657.07,84,"Johnston, Sanchez and Kennedy",zP-08580-lR,24/08/2026,Market Stall,Tablet
26/02/2025,"Baker, Mason and White",Urban,Azithromycin,HealthFirst,,40,"West, Henderson and Ramirez",Qx-35040-Wy,15/02/2026,Market Stall,Injection
01/02/2025,Allen-Allen,Urban,Amoxicillin,MediPluz,2393.81,97,Wright and Sons,bR-95790-hk,29/11/2025,In-Store,Tablet
09/04/2025,Morales-Jones,Rural,Amlodipine,PharmaTrust,2300.17,10,"Brown, Valdez and Lucas",ql-82554-Hz,18/04/2026,In-Store,Tablet
11/12/2024,"Hoffman, Baker and Richards",Rural,Ciprofloxacin,MediPlus,554.36,83,Wright and Sons,sl-63259-Op,31/08/2026,Mobile Van,Injection
15/06/2024,"Gardner, Robinson and Lawrence",Urban,Ibuprofen,MediPlus,4077.26,70,"Brown, Valdez and Lucas",mI-89463-Kg,15/01/2026,In-Store,Capsule
29/09/2024,"Romero, Gonzalez and Brooks",Rural,Chloroquine,MediPlus,1962.96,72,Novak PLC,IW-24152-vU,20/04/2027,In-Store,Capsule
29/10/2024,Baker and Sons,Urban,Metformin,PharmaTrust,2764.62,73,Russell Group,kz-25629-Lo,01/03/2027,Market Stall,Capsule
19/01/2025,Blair PLC,Rural,Chloroquine,MediPlus,2734.18,70,"West, Henderson and Ramirez",go-35895-Gg,04/07/2026,Market Stall,Tablet
25/01/2025,Burton Ltd,Rural,Chloroquine,MediPluz,1980.78,76,"West, Henderson and Ramirez",Hq-65507-yJ,02/01/2026,In-Store,Injection
01/05/2024,"Snyder, Campos and Callahan",Urban,Chloroquine,PharmaTrust,312.19,77,"Johnston, Sanchez and Kennedy",oa-95744-mt,26/08/2026,In-Store,Tablet
23/12/2024,"Gardner, Robinson and Lawrence",Urban,Ciprofloxacin,BioCare,2381.85,81,Williams PLC,EM-18911-Ek,01/06/2025,Market Stall,Syrup
11/07/2024,"Walter, Edwards and Rios",Urban,Metformin,MediPlus,3853.05,74,Powell LLC,Yc-85934-fx,06/10/2025,In-Store,Tablet
25/09/2024,"Snyder, Campos and Callahan",Rural,Amlodipine,MediPlus,2410.74,59,Gomez-Jenkins,gu-41547-um,18/07/2025,Market Stall,Tablet
18/07/2024,Rodriguez LLC,Urban,Azithromycin,HealthFirst,3963.48,13,Novak and Sons,EU-25936-Hg,27/10/2025,Market Stall,Syrup
01/03/2025,"Flowers, Martin and Kelly",Urban,Chloroquine,PharmaTrust,4711.83,56,Lee-Davis,Nr-67500-jS,26/02/2027,In-Store,Syrup
30/12/2024,Abbott-Munoz,Rural,Amlodipine,MediPlus,2356.54,91,Jones Inc,lD-14105-yN,11/06/2026,Mobile Van,Injection
11/06/2024,"Flowers, Martin and Kelly",Urban,Artemisinin,BioCare,3468.87,48,Morton-Chase,MU-98780-iW,02/05/2026,In-Store,Injection
27/04/2024,"Hoffman, Baker and Richards",Urban,Amoxicillin,HealthFirst,806.38,47,Morton-Chase,HJ-45238-Xw,04/03/2026,In-Store,Tablet
27/06/2024,Anderson Group,Urban,Artemisinin,HealthFirst,4641.64,44,"West, Henderson and Ramirez",du-25866-XL,24/05/2026,Mobile Van,Tablet
03/10/2024,"Snyder, Campos and Callahan",Urban,Ibuprofen,BioCare,4268.57,61,Jones-Young,ki-78744-FT,13/01/2026,Market Stall,Syrup
09/11/2024,Rodriguez-Graham,Rural,Metformin,MediPluz,2530.28,84,"Hensley, Powell and David",Bx-54859-Yu,28/12/2026,Market Stall,Syrup
26/01/2025,Blair PLC,Rural,Azithromycin,HealthFirst,4969.69,10,Wright and Sons,tN-94282-hf,17/01/2027,Market Stall,Injection
19/01/2025,"Rodriguez, Figueroa and Sanchez",Rural,Artemisinin,Biokare,4726.26,83,Henderson-Bernard,cc-65020-jZ,20/12/2025,In-Store,Tablet
16/09/2024,"Henderson, Ramirez and Lewis",Rural,Amoxicillin,PharmaTrust,4452.36,14,"Woods, Calhoun and Schmidt",iP-39313-hZ,04/01/2026,Market Stall,Tablet
28/03/2025,Gray-Mayo,Urban,Ciprofloxacin,MediPluz,3770.57,30,"Woods, Calhoun and Schmidt",vE-51305-cH,01/10/2025,Mobile Van,Tablet
26/12/2024,Smith-Bowen,Urban,Ibuprofen,FarmaTrust,540.22,56,Russell Group,ts-68214-HH,18/08/2026,Mobile Van,Tablet
20/09/2024,"Rodriguez, Figueroa and Sanchez",Rural,Metformin,MediPlus,4410.83,74,"Daniels, Adkins and Brown",FS-69972-oB,09/04/2026,Mobile Van,Injection
09/04/2025,"Arroyo, Miller and Tucker",Rural,Ibuprofen,HealthFirst,4027.75,67,Baxter Inc,ix-74620-GV,24/10/2026,Mobile Van,Syrup
29/06/2024,Baker and Sons,Rural,Paracetamol,BioCare,4791.44,99,"Robinson, Jones and Welch",nZ-54318-lT,22/06/2026,Mobile Van,Tablet
04/03/2025,"Romero, Gonzalez and Brooks",Urban,Azithromycin,BioCare,4092.5,11,"Washington, Ryan and Cummings",mM-12312-jP,01/05/2025,Market Stall,Tablet
24/12/2024,"Mcclain, Miller and Henderson",Rural,Amlodipine,Biokare,3918.48,85,Hancock Inc,Va-49106-fH,02/11/2025,Mobile Van,Syrup
03/10/2024,Allen-Allen,Urban,Artemisinin,BioCare,1224.01,94,Powell LLC,Dw-47238-bI,01/09/2025,Mobile Van,Injection
16/02/2025,Frazier Inc,Urban,Amlodipine,HealthFirst,2219.25,8,Wright and Sons,lY-76817-lw,03/05/2026,Mobile Van,Capsule
22/10/2024,"Mcclain, Miller and Henderson",Rural,Azithromycin,HealthFirst,4950.69,33,Jones Inc,Ei-54584-yj,25/02/2027,Mobile Van,Syrup
02/12/2024,Rodriguez-Graham,Rural,Paracetamol,HealthFirst,2036.6,81,Yu Inc,GX-05291-QV,13/04/2026,Mobile Van,Capsule
20/09/2024,Garcia-James,Urban,Amlodipine,PharmaTrust,4118.26,36,Henderson-Bernard,Jl-83160-TC,28/07/2025,In-Store,Capsule
31/12/2024,Morales-Jones,Rural,Chloroquine,MediPlus,1948.27,51,Jones-Young,mC-72173-YT,12/11/2026,In-Store,Syrup
18/07/2024,Anderson Group,Urban,Chloroquine,Biokare,4531.1,42,"Robinson, Jones and Welch",ll-99205-jK,10/07/2026,In-Store,Capsule
13/04/2025,Ryan PLC,Rural,Amoxicillin,MediPlus,4469.52,13,Chapman and Sons,UB-93621-Zu,18/09/2026,In-Store,Capsule
22/03/2025,"Harris, Collins and Carney",Rural,Artemisinin,MediPlus,883.16,38,Henderson-Bernard,Jj-91438-pk,03/01/2026,Mobile Van,Capsule
03/01/2025,Davis and Sons,Urban,Paracetamol,PharmaTrust,3642.02,48,"Hensley, Powell and David",uJ-53983-tr,16/03/2026,In-Store,Injection
11/06/2024,"Flowers, Martin and Kelly",Urban,Paracetamol,MediPlus,3400.93,24,Baxter Inc,Zz-77732-sp,11/05/2025,Mobile Van,Injection
02/12/2024,Davis and Sons,Urban,Paracetamol,MediPlus,578.91,15,"Brown, Valdez and Lucas",NT-54497-Uh,13/09/2025,In-Store,Syrup
06/04/2025,Perez Inc,Rural,Azithromycin,BioCare,353.55,37,Walker LLC,lK-79970-lC,19/06/2025,Mobile Van,Tablet
26/06/2024,Hickman Ltd,Rural,Ibuprofen,PharmaTrust,3055.81,7,"Hensley, Powell and David",WH-05397-FU,22/07/2025,Mobile Van,Injection
17/07/2024,George Group,Urban,Ibuprofen,MediPlus,431.09,51,Gomez-Jenkins,Hp-75298-ij,17/05/2025,Market Stall,Syrup
06/03/2025,"Reid, Ferguson and Sanchez",Urban,Ibuprofen,MediPlus,214.42,45,Jones Inc,Jm-12560-lc,13/03/2027,In-Store,Syrup
12/05/2024,"Hoffman, Baker and Richards",Urban,Coartem,BioCare,509.17,70,Gomez-Jenkins,HG-48797-GK,01/04/2026,Market Stall,Tablet
07/09/2024,Williams and Sons,Rural,Chloroquine,HealthFirst,4807.25,46,Powell LLC,pO-35852-Iz,13/04/2027,In-Store,Injection
18/05/2024,Allen-Allen,Rural,Paracetamol,FarmaTrust,539.18,8,"West, Henderson and Ramirez",py-03044-Pf,18/01/2027,Mobile Van,Tablet
03/12/2024,George Group,Urban,Ciprofloxacin,MediPlus,553.7,50,Henderson-Bernard,wk-95171-nU,13/07/2026,Mobile Van,Capsule
08/04/2025,James Group,Urban,Ibuprofen,BioCare,3533.06,17,Henderson-Bernard,XU-10292-LV,21/01/2026,In-Store,Syrup
07/01/2025,Smith-Bowen,Rural,Metformin,BioCare,4337.06,3,"Brooks, Lam and Hayes",rP-01437-VG,22/09/2025,Mobile Van,Capsule
17/05/2024,"Snyder, Campos and Callahan",Rural,Paracetamol,MediPlus,1246.24,82,Powell LLC,Ef-93096-nR,30/07/2026,In-Store,Tablet
05/11/2024,Carlson-Cruz,Urban,Ciprofloxacin,HealthFirst,4514.45,24,Gomez-Jenkins,dO-19126-jU,21/08/2025,In-Store,Capsule
08/06/2024,"Dyer, Potter and Mack",Rural,Paracetamol,HealthFirst,3375.16,74,Henderson-Bernard,DW-32176-Qi,06/06/2025,In-Store,Syrup
08/06/2024,Williams and Sons,Rural,Amlodipine,MediPlus,273.12,5,Russell Group,zg-91116-il,28/05/2025,In-Store,Capsule
10/06/2024,Allen-Allen,Urban,Amlodipine,PharmaTrust,2650.1,32,"Brooks, Lam and Hayes",QV-90725-HW,31/03/2026,In-Store,Tablet
22/04/2025,"Gardner, Robinson and Lawrence",Rural,Ciprofloxacin,HealthFirst,3158.08,1,Gomez-Jenkins,sK-33930-mB,15/02/2026,Market Stall,Injection
02/09/2024,"Snyder, Campos and Callahan",Rural,Chloroquine,PharmaTrust,1751.73,73,Yu Inc,PQ-38027-Zt,20/12/2026,In-Store,Tablet
13/11/2024,Blair PLC,Rural,Metformin,MediPlus,1308.54,31,"West, Henderson and Ramirez",fs-12421-bY,03/07/2026,Market Stall,Syrup
15/01/2025,"Rodriguez, Figueroa and Sanchez",Urban,Azithromycin,HealthFirst,573.14,60,Baxter Inc,KQ-68250-ui,20/08/2025,In-Store,Syrup
12/12/2024,"Rodriguez, Figueroa and Sanchez",Rural,Artemisinin,Biokare,4240.9,29,Henderson-Bernard,mS-46209-xw,07/11/2026,Market Stall,Tablet
19/09/2024,Dudley Group,Urban,Ciprofloxacin,HealthFirst,675.08,78,"Stanley, Tucker and Lee",wi-10399-XS,23/07/2026,Market Stall,Syrup
03/11/2024,"Guzman, Hoffman and Baldwin",Rural,Coartem,PharmaTrust,3669.39,88,Powell LLC,jr-01371-mB,22/04/2027,Market Stall,Tablet
11/09/2024,"Hoffman, Baker and Richards",Urban,Artemisinin,HealthFirst,2770.55,43,Novak and Sons,tW-85856-in,12/02/2027,Market Stall,Tablet
05/05/2024,Anderson Group,Rural,Chloroquine,PharmaTrust,1003.9,89,"Robinson, Jones and Welch",Ed-41202-Bh,01/02/2026,Mobile Van,Tablet
19/12/2024,Spence PLC,Urban,Amlodipine,PharmaTrust,2767.89,90,Hancock Inc,rd-27387-kM,20/08/2026,In-Store,Tablet
18/05/2024,Rodriguez-Graham,Rural,Chloroquine,PharmaTrust,4516.23,66,Lee-Davis,bA-71669-oi,02/08/2025,Mobile Van,Injection
24/03/2025,Davis and Sons,Urban,Coartem,FarmaTrust,980.07,7,Jones-Young,qk-48155-RO,06/09/2026,Market Stall,Syrup
27/04/2024,"Romero, Gonzalez and Brooks",Rural,Coartem,Hea1thFirst,849.3,20,Walker LLC,hb-34030-Nx,01/04/2027,Mobile Van,Tablet
11/04/2025,"Flowers, Martin and Kelly",Rural,Azithromycin,HealthFirst,3709.48,96,Yu Inc,BY-67975-tN,15/06/2025,Market Stall,Tablet
16/09/2024,"Guzman, Hoffman and Baldwin",Rural,Amlodipine,HealthFirst,3565.28,87,Jones Inc,Bl-79554-pq,03/05/2026,Market Stall,Tablet
17/03/2025,Garcia-James,Urban,Ibuprofen,BioCare,4698.1,90,Jones Inc,ah-12476-cJ,11/06/2025,In-Store,Syrup
17/02/2025,Garcia-James,Rural,Azithromycin,HealthFirst,3538.17,14,"Johnston, Sanchez and Kennedy",bZ-18103-VY,12/03/2026,Mobile Van,Syrup
26/11/2024,"Mcclain, Miller and Henderson",Urban,Coartem,Biokare,4454.41,53,Lee-Davis,Wf-31764-Fk,21/03/2026,Mobile Van,Syrup
11/11/2024,"Rodriguez, Figueroa and Sanchez",Urban,Amlodipine,HealthFirst,4687.53,57,Baxter Inc,ZU-08081-Qx,08/04/2026,Mobile Van,Injection
05/06/2024,Wilkerson-Day,Urban,Chloroquine,HealthFirst,3885.94,88,"Brooks, Lam and Hayes",Td-29015-Df,24/09/2025,Market Stall,Syrup
08/11/2024,Harrell LLC,Urban,Ciprofloxacin,MediPlus,2454.45,49,Yu Inc,dD-06713-To,08/01/2026,Market Stall,Tablet
25/05/2024,Blair PLC,Urban,Artemisinin,MediPlus,1465.62,95,Novak and Sons,Ft-04584-mZ,03/03/2026,Mobile Van,Tablet
01/07/2024,"Romero, Gonzalez and Brooks",Rural,Ciprofloxacin,MediPlus,4047,26,"Robinson, Jones and Welch",Bl-13009-wI,22/02/2027,Mobile Van,Capsule
16/11/2024,"Rodriguez, Figueroa and Sanchez",Urban,Amlodipine,BioCare,4850.43,54,"Woods, Calhoun and Schmidt",qF-57669-bn,28/07/2025,Mobile Van,Capsule
28/11/2024,Hickman Ltd,Urban,Ciprofloxacin,PharmaTrust,4663.34,11,Russell Group,zk-05339-ZC,12/04/2027,Market Stall,Capsule
01/08/2024,Morales-Jones,Rural,Amoxicillin,BioCare,3938.25,33,Gomez-Jenkins,wL-66621-eH,29/10/2025,Market Stall,Tablet
13/03/2025,"Ross, Robinson and Bright",Rural,Ciprofloxacin,BioCare,3102.36,25,Henderson-Bernard,rz-27000-AB,12/07/2025,In-Store,Capsule
23/08/2024,Perez Inc,Urban,Metformin,PharmaTrust,1002.92,25,Jones Inc,dC-59011-LF,25/09/2026,In-Store,Capsule
23/10/2024,Garcia-James,Rural,Artemisinin,Hea1thFirst,1427.49,53,House-Glover,Lp-14004-IX,28/06/2026,In-Store,Injection
21/05/2024,George Group,Rural,Metformin,MediPlus,3460.05,66,Gray Group,pQ-94905-Te,27/12/2025,In-Store,Capsule
23/02/2025,Harrell LLC,Urban,Chloroquine,HealthFirst,3269.46,93,Gomez-Jenkins,Gc-20499-ZL,13/12/2025,Market Stall,Tablet
01/01/2025,Rodriguez LLC,Rural,Metformin,BioCare,4063.99,18,"Stanley, Tucker and Lee",FO-97698-oP,15/06/2025,Mobile Van,Capsule
11/07/2024,Dudley Group,Rural,Amoxicillin,HealthFirst,1279.58,34,"Washington, Ryan and Cummings",yM-79716-JV,09/12/2025,In-Store,Syrup
03/06/2024,"Guzman, Hoffman and Baldwin",Urban,Amlodipine,PharmaTrust,2147.21,48,"Stanley, Tucker and Lee",Fs-66123-dF,03/05/2026,Mobile Van,Injection
02/12/2024,"Snyder, Campos and Callahan",Rural,Chloroquine,PharmaTrust,1787.96,59,Wright and Sons,Bl-43325-nV,13/10/2026,Market Stall,Injection
11/11/2024,Anderson Group,Rural,Ibuprofen,HealthFirst,2295.61,73,Morton-Chase,hN-99499-CZ,07/05/2025,Mobile Van,Capsule
21/05/2024,"Walter, Edwards and Rios",Rural,Artemisinin,BioCare,807.07,23,"Brown, Valdez and Lucas",nD-42620-dG,18/04/2026,Mobile Van,Injection
09/03/2025,Doyle Ltd,Urban,Chloroquine,BioCare,2638.62,44,Jones-Young,dk-82116-QQ,20/09/2026,Mobile Van,Syrup
05/05/2024,Gray-Mayo,Rural,Chloroquine,BioCare,4252.35,24,"Robinson, Jones and Welch",xR-41813-SW,16/08/2026,In-Store,Tablet
02/12/2024,"Snyder, Campos and Callahan",Rural,Paracetamol,MediPlus,1475.34,50,"Robinson, Jones and Welch",jh-89897-fC,13/05/2025,Mobile Van,Tablet
02/02/2025,Rodriguez LLC,Rural,Coartem,HealthFirst,4004.66,21,"West, Henderson and Ramirez",be-88948-Iz,21/03/2027,In-Store,Injection
03/08/2024,"Harris, Collins and Carney",Rural,Metformin,MediPlus,2373.46,53,"Johnston, Sanchez and Kennedy",Cw-48221-HG,19/11/2026,Market Stall,Capsule
20/04/2025,Williams and Sons,Urban,Amoxicillin,MediPluz,2579.28,68,"Woods, Calhoun and Schmidt",Ca-39785-Il,12/06/2025,Mobile Van,Syrup
06/03/2025,Abbott-Munoz,Urban,Artemisinin,PharmaTrust,643.41,72,Lee-Davis,Eu-04806-EQ,07/07/2025,Mobile Van,Syrup
12/03/2025,"Mcclure, Ward and Lee",Rural,Metformin,HealthFirst,,65,"Daniels, Adkins and Brown",tM-23691-zf,10/12/2026,Mobile Van,Injection
